date,region,confirm
2020-08-14,banska_stiavnica,0
2020-08-15,banska_stiavnica,0
2020-08-16,banska_stiavnica,0
2020-08-17,banska_stiavnica,0
2020-08-18,banska_stiavnica,0
2020-08-19,banska_stiavnica,0
2020-08-20,banska_stiavnica,0
2020-08-21,banska_stiavnica,0
2020-08-22,banska_stiavnica,0
2020-08-23,banska_stiavnica,0
2020-08-24,banska_stiavnica,0
2020-08-25,banska_stiavnica,0
2020-08-26,banska_stiavnica,0
2020-08-27,banska_stiavnica,0
2020-08-28,banska_stiavnica,0
2020-08-29,banska_stiavnica,0
2020-08-30,banska_stiavnica,0
2020-08-31,banska_stiavnica,0
2020-09-01,banska_stiavnica,0
2020-09-02,banska_stiavnica,0
2020-09-03,banska_stiavnica,0
2020-09-04,banska_stiavnica,0
2020-09-05,banska_stiavnica,0
2020-09-06,banska_stiavnica,0
2020-09-07,banska_stiavnica,0
2020-09-08,banska_stiavnica,0
2020-09-09,banska_stiavnica,0
2020-09-10,banska_stiavnica,1
2020-09-11,banska_stiavnica,1
2020-09-12,banska_stiavnica,0
2020-09-13,banska_stiavnica,0
2020-09-14,banska_stiavnica,1
2020-09-15,banska_stiavnica,0
2020-09-16,banska_stiavnica,1
2020-09-17,banska_stiavnica,0
2020-09-18,banska_stiavnica,0
2020-09-19,banska_stiavnica,0
2020-09-20,banska_stiavnica,0
2020-09-21,banska_stiavnica,0
2020-09-22,banska_stiavnica,2
2020-09-23,banska_stiavnica,0
2020-09-24,banska_stiavnica,3
2020-09-25,banska_stiavnica,3
2020-09-26,banska_stiavnica,0
2020-09-27,banska_stiavnica,0
2020-09-28,banska_stiavnica,0
2020-09-29,banska_stiavnica,1
2020-09-30,banska_stiavnica,0
2020-10-01,banska_stiavnica,0
2020-10-02,banska_stiavnica,6
2020-10-03,banska_stiavnica,1
2020-10-04,banska_stiavnica,0
2020-10-05,banska_stiavnica,0
2020-10-06,banska_stiavnica,2
2020-10-07,banska_stiavnica,1
2020-10-08,banska_stiavnica,4
2020-10-09,banska_stiavnica,13
2020-10-10,banska_stiavnica,2
2020-10-11,banska_stiavnica,1
2020-10-12,banska_stiavnica,0
2020-10-13,banska_stiavnica,11
2020-10-14,banska_stiavnica,4
2020-10-15,banska_stiavnica,0
2020-10-16,banska_stiavnica,10
2020-10-17,banska_stiavnica,0
2020-10-18,banska_stiavnica,1
2020-10-19,banska_stiavnica,0
2020-10-20,banska_stiavnica,10
2020-10-21,banska_stiavnica,5
2020-10-22,banska_stiavnica,4
2020-10-23,banska_stiavnica,16
2020-10-24,banska_stiavnica,6
2020-10-25,banska_stiavnica,0
2020-10-26,banska_stiavnica,0
2020-10-27,banska_stiavnica,1
2020-10-28,banska_stiavnica,4
2020-10-29,banska_stiavnica,2
2020-10-30,banska_stiavnica,1
2020-08-10,bardejov,0
2020-08-11,bardejov,0
2020-08-12,bardejov,2
2020-08-13,bardejov,0
2020-08-14,bardejov,0
2020-08-15,bardejov,0
2020-08-16,bardejov,0
2020-08-17,bardejov,0
2020-08-18,bardejov,0
2020-08-19,bardejov,0
2020-08-20,bardejov,0
2020-08-21,bardejov,2
2020-08-22,bardejov,0
2020-08-23,bardejov,1
2020-08-24,bardejov,0
2020-08-25,bardejov,0
2020-08-26,bardejov,3
2020-08-27,bardejov,0
2020-08-28,bardejov,0
2020-08-29,bardejov,0
2020-08-30,bardejov,1
2020-08-31,bardejov,0
2020-09-01,bardejov,0
2020-09-02,bardejov,1
2020-09-03,bardejov,0
2020-09-04,bardejov,2
2020-09-05,bardejov,0
2020-09-06,bardejov,0
2020-09-07,bardejov,0
2020-09-08,bardejov,0
2020-09-09,bardejov,0
2020-09-10,bardejov,0
2020-09-11,bardejov,0
2020-09-12,bardejov,1
2020-09-13,bardejov,1
2020-09-14,bardejov,0
2020-09-15,bardejov,0
2020-09-16,bardejov,1
2020-09-17,bardejov,0
2020-09-18,bardejov,2
2020-09-19,bardejov,0
2020-09-20,bardejov,0
2020-09-21,bardejov,0
2020-09-22,bardejov,0
2020-09-23,bardejov,15
2020-09-24,bardejov,5
2020-09-25,bardejov,20
2020-09-26,bardejov,16
2020-09-27,bardejov,4
2020-09-28,bardejov,3
2020-09-29,bardejov,23
2020-09-30,bardejov,45
2020-10-01,bardejov,50
2020-10-02,bardejov,41
2020-10-03,bardejov,53
2020-10-04,bardejov,31
2020-10-05,bardejov,22
2020-10-06,bardejov,28
2020-10-07,bardejov,73
2020-10-08,bardejov,46
2020-10-09,bardejov,141
2020-10-10,bardejov,69
2020-10-11,bardejov,73
2020-10-12,bardejov,60
2020-10-13,bardejov,67
2020-10-14,bardejov,114
2020-10-15,bardejov,129
2020-10-16,bardejov,103
2020-10-17,bardejov,67
2020-10-18,bardejov,47
2020-10-19,bardejov,47
2020-10-20,bardejov,51
2020-10-21,bardejov,51
2020-10-22,bardejov,105
2020-08-10,bratislava,2
2020-08-11,bratislava,16
2020-08-12,bratislava,8
2020-08-13,bratislava,10
2020-08-14,bratislava,12
2020-08-15,bratislava,12
2020-08-16,bratislava,3
2020-08-17,bratislava,2
2020-08-18,bratislava,21
2020-08-19,bratislava,24
2020-08-20,bratislava,34
2020-08-21,bratislava,40
2020-08-22,bratislava,12
2020-08-23,bratislava,41
2020-08-24,bratislava,4
2020-08-25,bratislava,21
2020-08-26,bratislava,22
2020-08-27,bratislava,30
2020-08-28,bratislava,26
2020-08-29,bratislava,12
2020-08-30,bratislava,9
2020-08-31,bratislava,19
2020-09-01,bratislava,13
2020-09-02,bratislava,44
2020-09-03,bratislava,42
2020-09-04,bratislava,75
2020-09-05,bratislava,34
2020-09-06,bratislava,11
2020-09-07,bratislava,31
2020-09-08,bratislava,44
2020-09-09,bratislava,33
2020-09-10,bratislava,38
2020-09-11,bratislava,46
2020-09-12,bratislava,21
2020-09-13,bratislava,9
2020-09-14,bratislava,21
2020-09-15,bratislava,23
2020-09-16,bratislava,26
2020-09-17,bratislava,48
2020-09-18,bratislava,34
2020-09-19,bratislava,42
2020-09-20,bratislava,19
2020-09-21,bratislava,26
2020-09-22,bratislava,61
2020-09-23,bratislava,42
2020-09-24,bratislava,54
2020-09-25,bratislava,80
2020-09-26,bratislava,70
2020-09-27,bratislava,41
2020-09-28,bratislava,13
2020-09-29,bratislava,53
2020-09-30,bratislava,62
2020-10-01,bratislava,52
2020-10-02,bratislava,80
2020-10-03,bratislava,54
2020-10-04,bratislava,34
2020-10-05,bratislava,27
2020-10-06,bratislava,74
2020-10-07,bratislava,85
2020-10-08,bratislava,75
2020-10-09,bratislava,115
2020-10-10,bratislava,32
2020-10-11,bratislava,71
2020-10-12,bratislava,33
2020-10-13,bratislava,65
2020-10-14,bratislava,94
2020-10-15,bratislava,82
2020-10-16,bratislava,71
2020-10-17,bratislava,93
2020-10-18,bratislava,51
2020-10-19,bratislava,96
2020-10-20,bratislava,120
2020-10-21,bratislava,49
2020-10-22,bratislava,134
2020-10-23,bratislava,109
2020-10-24,bratislava,96
2020-10-25,bratislava,101
2020-10-26,bratislava,88
2020-10-27,bratislava,181
2020-10-28,bratislava,139
2020-10-29,bratislava,170
2020-10-30,bratislava,109
2020-08-10,brezno,0
2020-08-11,brezno,0
2020-08-12,brezno,0
2020-08-13,brezno,0
2020-08-14,brezno,0
2020-08-15,brezno,0
2020-08-16,brezno,0
2020-08-17,brezno,0
2020-08-18,brezno,0
2020-08-19,brezno,0
2020-08-20,brezno,0
2020-08-21,brezno,0
2020-08-22,brezno,0
2020-08-23,brezno,0
2020-08-24,brezno,0
2020-08-25,brezno,0
2020-08-26,brezno,1
2020-08-27,brezno,0
2020-08-28,brezno,0
2020-08-29,brezno,0
2020-08-30,brezno,0
2020-08-31,brezno,1
2020-09-01,brezno,0
2020-09-02,brezno,1
2020-09-03,brezno,3
2020-09-04,brezno,0
2020-09-05,brezno,0
2020-09-06,brezno,0
2020-09-07,brezno,0
2020-09-08,brezno,1
2020-09-09,brezno,0
2020-09-10,brezno,1
2020-09-11,brezno,1
2020-09-12,brezno,0
2020-09-13,brezno,0
2020-09-14,brezno,1
2020-09-15,brezno,0
2020-09-16,brezno,0
2020-09-17,brezno,1
2020-09-18,brezno,0
2020-09-19,brezno,0
2020-09-20,brezno,0
2020-09-21,brezno,0
2020-09-22,brezno,0
2020-09-23,brezno,2
2020-09-24,brezno,0
2020-09-25,brezno,2
2020-09-26,brezno,3
2020-09-27,brezno,0
2020-09-28,brezno,0
2020-09-29,brezno,2
2020-09-30,brezno,15
2020-10-01,brezno,8
2020-10-02,brezno,4
2020-10-03,brezno,2
2020-10-04,brezno,0
2020-10-05,brezno,7
2020-10-06,brezno,11
2020-10-07,brezno,18
2020-10-08,brezno,7
2020-10-09,brezno,6
2020-10-10,brezno,4
2020-10-11,brezno,0
2020-10-12,brezno,5
2020-10-13,brezno,6
2020-10-14,brezno,11
2020-10-15,brezno,21
2020-10-16,brezno,21
2020-10-17,brezno,5
2020-10-18,brezno,5
2020-10-19,brezno,6
2020-10-20,brezno,45
2020-10-21,brezno,15
2020-10-22,brezno,22
2020-10-23,brezno,34
2020-10-24,brezno,59
2020-10-25,brezno,4
2020-10-26,brezno,3
2020-10-27,brezno,28
2020-10-28,brezno,97
2020-10-29,brezno,47
2020-10-30,brezno,29
2020-08-10,bytca,0
2020-08-11,bytca,0
2020-08-12,bytca,0
2020-08-13,bytca,0
2020-08-14,bytca,1
2020-08-15,bytca,0
2020-08-16,bytca,0
2020-08-17,bytca,0
2020-08-18,bytca,1
2020-08-19,bytca,0
2020-08-20,bytca,0
2020-08-21,bytca,0
2020-08-22,bytca,0
2020-08-23,bytca,0
2020-08-24,bytca,0
2020-08-25,bytca,0
2020-08-26,bytca,0
2020-08-27,bytca,2
2020-08-28,bytca,0
2020-08-29,bytca,0
2020-08-30,bytca,0
2020-08-31,bytca,0
2020-09-01,bytca,0
2020-09-02,bytca,0
2020-09-03,bytca,0
2020-09-04,bytca,1
2020-09-05,bytca,0
2020-09-06,bytca,0
2020-09-07,bytca,0
2020-09-08,bytca,0
2020-09-09,bytca,1
2020-09-10,bytca,0
2020-09-11,bytca,1
2020-09-12,bytca,0
2020-09-13,bytca,0
2020-09-14,bytca,0
2020-09-15,bytca,0
2020-09-16,bytca,0
2020-09-17,bytca,0
2020-09-18,bytca,0
2020-09-19,bytca,0
2020-09-20,bytca,0
2020-09-21,bytca,0
2020-09-22,bytca,0
2020-09-23,bytca,1
2020-09-24,bytca,1
2020-09-25,bytca,0
2020-09-26,bytca,1
2020-09-27,bytca,0
2020-09-28,bytca,0
2020-09-29,bytca,2
2020-09-30,bytca,0
2020-10-01,bytca,4
2020-10-02,bytca,1
2020-10-03,bytca,2
2020-10-04,bytca,0
2020-10-05,bytca,0
2020-10-06,bytca,2
2020-10-07,bytca,1
2020-10-08,bytca,2
2020-10-09,bytca,3
2020-10-10,bytca,1
2020-10-11,bytca,0
2020-10-12,bytca,0
2020-10-13,bytca,0
2020-10-14,bytca,3
2020-10-15,bytca,2
2020-10-16,bytca,0
2020-10-17,bytca,9
2020-10-18,bytca,1
2020-10-19,bytca,0
2020-10-20,bytca,7
2020-10-21,bytca,5
2020-10-22,bytca,5
2020-10-23,bytca,3
2020-10-24,bytca,37
2020-10-25,bytca,7
2020-10-26,bytca,0
2020-10-27,bytca,1
2020-10-28,bytca,9
2020-10-29,bytca,16
2020-10-30,bytca,9
2020-08-10,cadca,0
2020-08-11,cadca,0
2020-08-12,cadca,0
2020-08-13,cadca,0
2020-08-14,cadca,1
2020-08-15,cadca,0
2020-08-16,cadca,0
2020-08-17,cadca,0
2020-08-18,cadca,1
2020-08-19,cadca,0
2020-08-20,cadca,3
2020-08-21,cadca,0
2020-08-22,cadca,0
2020-08-23,cadca,0
2020-08-24,cadca,0
2020-08-25,cadca,0
2020-08-26,cadca,1
2020-08-27,cadca,0
2020-08-28,cadca,1
2020-08-29,cadca,0
2020-08-30,cadca,0
2020-08-31,cadca,0
2020-09-01,cadca,1
2020-09-02,cadca,0
2020-09-03,cadca,1
2020-09-04,cadca,1
2020-09-05,cadca,0
2020-09-06,cadca,0
2020-09-07,cadca,0
2020-09-08,cadca,0
2020-09-09,cadca,0
2020-09-10,cadca,2
2020-09-11,cadca,1
2020-09-12,cadca,0
2020-09-13,cadca,1
2020-09-14,cadca,0
2020-09-15,cadca,2
2020-09-16,cadca,1
2020-09-17,cadca,1
2020-09-18,cadca,5
2020-09-19,cadca,0
2020-09-20,cadca,1
2020-09-21,cadca,1
2020-09-22,cadca,3
2020-09-23,cadca,1
2020-09-24,cadca,2
2020-09-25,cadca,2
2020-09-26,cadca,2
2020-09-27,cadca,1
2020-09-28,cadca,0
2020-09-29,cadca,2
2020-09-30,cadca,3
2020-10-01,cadca,5
2020-10-02,cadca,1
2020-10-03,cadca,2
2020-10-04,cadca,5
2020-10-05,cadca,2
2020-10-06,cadca,21
2020-10-07,cadca,3
2020-10-08,cadca,21
2020-10-09,cadca,79
2020-10-10,cadca,13
2020-10-11,cadca,1
2020-10-12,cadca,18
2020-10-13,cadca,32
2020-10-14,cadca,39
2020-10-15,cadca,118
2020-10-16,cadca,82
2020-10-17,cadca,46
2020-10-18,cadca,55
2020-10-19,cadca,4
2020-10-20,cadca,44
2020-10-21,cadca,49
2020-10-22,cadca,24
2020-10-23,cadca,46
2020-10-24,cadca,143
2020-10-25,cadca,92
2020-10-26,cadca,41
2020-10-27,cadca,39
2020-10-28,cadca,35
2020-10-29,cadca,92
2020-10-30,cadca,80
2020-08-10,detva,0
2020-08-11,detva,0
2020-08-12,detva,0
2020-08-13,detva,0
2020-08-14,detva,1
2020-08-15,detva,0
2020-08-16,detva,0
2020-08-17,detva,0
2020-08-18,detva,0
2020-08-19,detva,0
2020-08-20,detva,0
2020-08-21,detva,0
2020-08-22,detva,0
2020-08-23,detva,0
2020-08-24,detva,0
2020-08-25,detva,0
2020-08-26,detva,0
2020-08-27,detva,0
2020-08-28,detva,0
2020-08-29,detva,0
2020-08-30,detva,0
2020-08-31,detva,0
2020-09-01,detva,0
2020-09-02,detva,0
2020-09-03,detva,0
2020-09-04,detva,0
2020-09-05,detva,0
2020-09-06,detva,0
2020-09-07,detva,0
2020-09-08,detva,1
2020-09-09,detva,0
2020-09-10,detva,1
2020-09-11,detva,0
2020-09-12,detva,0
2020-09-13,detva,0
2020-09-14,detva,0
2020-09-15,detva,0
2020-09-16,detva,0
2020-09-17,detva,2
2020-09-18,detva,2
2020-09-19,detva,0
2020-09-20,detva,0
2020-09-21,detva,0
2020-09-22,detva,0
2020-09-23,detva,1
2020-09-24,detva,1
2020-09-25,detva,1
2020-09-26,detva,1
2020-09-27,detva,1
2020-09-28,detva,0
2020-09-29,detva,0
2020-09-30,detva,2
2020-10-01,detva,0
2020-10-02,detva,5
2020-10-03,detva,9
2020-10-04,detva,0
2020-10-05,detva,7
2020-10-06,detva,3
2020-10-07,detva,6
2020-10-08,detva,4
2020-10-09,detva,1
2020-10-10,detva,6
2020-10-11,detva,3
2020-10-12,detva,1
2020-10-13,detva,10
2020-10-14,detva,4
2020-10-15,detva,5
2020-10-16,detva,6
2020-10-17,detva,3
2020-10-18,detva,9
2020-10-19,detva,1
2020-10-20,detva,9
2020-10-21,detva,4
2020-10-22,detva,1
2020-10-23,detva,10
2020-10-24,detva,18
2020-10-25,detva,3
2020-10-26,detva,2
2020-10-27,detva,21
2020-10-28,detva,12
2020-10-29,detva,8
2020-10-30,detva,17
2020-08-10,dolny_kubin,0
2020-08-11,dolny_kubin,0
2020-08-12,dolny_kubin,0
2020-08-13,dolny_kubin,0
2020-08-14,dolny_kubin,0
2020-08-15,dolny_kubin,0
2020-08-16,dolny_kubin,0
2020-08-17,dolny_kubin,0
2020-08-18,dolny_kubin,0
2020-08-19,dolny_kubin,1
2020-08-20,dolny_kubin,0
2020-08-21,dolny_kubin,0
2020-08-22,dolny_kubin,0
2020-08-23,dolny_kubin,0
2020-08-24,dolny_kubin,1
2020-08-25,dolny_kubin,0
2020-08-26,dolny_kubin,1
2020-08-27,dolny_kubin,2
2020-08-28,dolny_kubin,0
2020-08-29,dolny_kubin,0
2020-08-30,dolny_kubin,0
2020-08-31,dolny_kubin,2
2020-09-01,dolny_kubin,1
2020-09-02,dolny_kubin,0
2020-09-03,dolny_kubin,1
2020-09-04,dolny_kubin,1
2020-09-05,dolny_kubin,1
2020-09-06,dolny_kubin,0
2020-09-07,dolny_kubin,0
2020-09-08,dolny_kubin,0
2020-09-09,dolny_kubin,3
2020-09-10,dolny_kubin,5
2020-09-11,dolny_kubin,1
2020-09-12,dolny_kubin,0
2020-09-13,dolny_kubin,0
2020-09-14,dolny_kubin,0
2020-09-15,dolny_kubin,0
2020-09-16,dolny_kubin,1
2020-09-17,dolny_kubin,2
2020-09-18,dolny_kubin,2
2020-09-19,dolny_kubin,0
2020-09-20,dolny_kubin,0
2020-09-21,dolny_kubin,2
2020-09-22,dolny_kubin,6
2020-09-23,dolny_kubin,3
2020-09-24,dolny_kubin,9
2020-09-25,dolny_kubin,7
2020-09-26,dolny_kubin,6
2020-09-27,dolny_kubin,3
2020-09-28,dolny_kubin,0
2020-09-29,dolny_kubin,21
2020-09-30,dolny_kubin,9
2020-10-01,dolny_kubin,8
2020-10-02,dolny_kubin,19
2020-10-03,dolny_kubin,12
2020-10-04,dolny_kubin,1
2020-10-05,dolny_kubin,17
2020-10-06,dolny_kubin,28
2020-10-07,dolny_kubin,19
2020-10-08,dolny_kubin,33
2020-10-09,dolny_kubin,67
2020-10-10,dolny_kubin,19
2020-10-11,dolny_kubin,1
2020-10-12,dolny_kubin,5
2020-10-13,dolny_kubin,100
2020-10-14,dolny_kubin,83
2020-10-15,dolny_kubin,56
2020-10-16,dolny_kubin,76
2020-10-17,dolny_kubin,68
2020-10-18,dolny_kubin,3
2020-10-19,dolny_kubin,9
2020-10-20,dolny_kubin,49
2020-10-21,dolny_kubin,19
2020-10-22,dolny_kubin,62
2020-08-10,dunajska_streda,0
2020-08-11,dunajska_streda,3
2020-08-12,dunajska_streda,0
2020-08-13,dunajska_streda,4
2020-08-14,dunajska_streda,4
2020-08-15,dunajska_streda,1
2020-08-16,dunajska_streda,0
2020-08-17,dunajska_streda,0
2020-08-18,dunajska_streda,11
2020-08-19,dunajska_streda,12
2020-08-20,dunajska_streda,4
2020-08-21,dunajska_streda,0
2020-08-22,dunajska_streda,0
2020-08-23,dunajska_streda,1
2020-08-24,dunajska_streda,0
2020-08-25,dunajska_streda,0
2020-08-26,dunajska_streda,3
2020-08-27,dunajska_streda,0
2020-08-28,dunajska_streda,0
2020-08-29,dunajska_streda,0
2020-08-30,dunajska_streda,0
2020-08-31,dunajska_streda,0
2020-09-01,dunajska_streda,1
2020-09-02,dunajska_streda,1
2020-09-03,dunajska_streda,3
2020-09-04,dunajska_streda,6
2020-09-05,dunajska_streda,2
2020-09-06,dunajska_streda,0
2020-09-07,dunajska_streda,0
2020-09-08,dunajska_streda,2
2020-09-09,dunajska_streda,0
2020-09-10,dunajska_streda,11
2020-09-11,dunajska_streda,3
2020-09-12,dunajska_streda,0
2020-09-13,dunajska_streda,3
2020-09-14,dunajska_streda,0
2020-09-15,dunajska_streda,0
2020-09-16,dunajska_streda,10
2020-09-17,dunajska_streda,6
2020-09-18,dunajska_streda,11
2020-09-19,dunajska_streda,2
2020-09-20,dunajska_streda,6
2020-09-21,dunajska_streda,3
2020-09-22,dunajska_streda,5
2020-09-23,dunajska_streda,6
2020-09-24,dunajska_streda,3
2020-09-25,dunajska_streda,3
2020-09-26,dunajska_streda,7
2020-09-27,dunajska_streda,12
2020-09-28,dunajska_streda,0
2020-09-29,dunajska_streda,0
2020-09-30,dunajska_streda,20
2020-10-01,dunajska_streda,3
2020-10-02,dunajska_streda,9
2020-10-03,dunajska_streda,8
2020-10-04,dunajska_streda,19
2020-10-05,dunajska_streda,1
2020-10-06,dunajska_streda,5
2020-10-07,dunajska_streda,21
2020-10-08,dunajska_streda,28
2020-10-09,dunajska_streda,78
2020-10-10,dunajska_streda,8
2020-10-11,dunajska_streda,7
2020-10-12,dunajska_streda,4
2020-10-13,dunajska_streda,17
2020-10-14,dunajska_streda,37
2020-10-15,dunajska_streda,24
2020-10-16,dunajska_streda,11
2020-10-17,dunajska_streda,11
2020-10-18,dunajska_streda,22
2020-10-19,dunajska_streda,3
2020-10-20,dunajska_streda,20
2020-10-21,dunajska_streda,23
2020-10-22,dunajska_streda,27
2020-10-23,dunajska_streda,21
2020-10-24,dunajska_streda,17
2020-10-25,dunajska_streda,40
2020-10-26,dunajska_streda,27
2020-10-27,dunajska_streda,25
2020-10-28,dunajska_streda,36
2020-10-29,dunajska_streda,74
2020-10-30,dunajska_streda,36
2020-08-10,galanta,0
2020-08-11,galanta,21
2020-08-12,galanta,2
2020-08-13,galanta,2
2020-08-14,galanta,0
2020-08-15,galanta,1
2020-08-16,galanta,0
2020-08-17,galanta,3
2020-08-18,galanta,5
2020-08-19,galanta,0
2020-08-20,galanta,2
2020-08-21,galanta,2
2020-08-22,galanta,0
2020-08-23,galanta,0
2020-08-24,galanta,1
2020-08-25,galanta,4
2020-08-26,galanta,0
2020-08-27,galanta,2
2020-08-28,galanta,0
2020-08-29,galanta,1
2020-08-30,galanta,0
2020-08-31,galanta,1
2020-09-01,galanta,0
2020-09-02,galanta,1
2020-09-03,galanta,1
2020-09-04,galanta,0
2020-09-05,galanta,1
2020-09-06,galanta,0
2020-09-07,galanta,0
2020-09-08,galanta,3
2020-09-09,galanta,3
2020-09-10,galanta,7
2020-09-11,galanta,4
2020-09-12,galanta,9
2020-09-13,galanta,1
2020-09-14,galanta,4
2020-09-15,galanta,3
2020-09-16,galanta,1
2020-09-17,galanta,4
2020-09-18,galanta,3
2020-09-19,galanta,0
2020-09-20,galanta,3
2020-09-21,galanta,2
2020-09-22,galanta,3
2020-09-23,galanta,0
2020-09-24,galanta,1
2020-09-25,galanta,4
2020-09-26,galanta,6
2020-09-27,galanta,9
2020-09-28,galanta,3
2020-09-29,galanta,1
2020-09-30,galanta,5
2020-10-01,galanta,10
2020-10-02,galanta,4
2020-10-03,galanta,6
2020-10-04,galanta,4
2020-10-05,galanta,5
2020-10-06,galanta,11
2020-10-07,galanta,2
2020-10-08,galanta,21
2020-10-09,galanta,13
2020-10-10,galanta,5
2020-10-11,galanta,7
2020-10-12,galanta,2
2020-10-13,galanta,6
2020-10-14,galanta,19
2020-10-15,galanta,13
2020-10-16,galanta,6
2020-10-17,galanta,9
2020-10-18,galanta,25
2020-10-19,galanta,3
2020-10-20,galanta,20
2020-10-21,galanta,13
2020-10-22,galanta,26
2020-10-23,galanta,29
2020-10-24,galanta,23
2020-10-25,galanta,19
2020-10-26,galanta,16
2020-10-27,galanta,12
