date,region,confirm
2020-10-28,galanta,32
2020-10-29,galanta,25
2020-10-30,galanta,14
2020-08-10,gelnica,0
2020-08-11,gelnica,0
2020-08-12,gelnica,0
2020-08-13,gelnica,0
2020-08-14,gelnica,0
2020-08-15,gelnica,0
2020-08-16,gelnica,0
2020-08-17,gelnica,0
2020-08-18,gelnica,0
2020-08-19,gelnica,0
2020-08-20,gelnica,0
2020-08-21,gelnica,0
2020-08-22,gelnica,0
2020-08-23,gelnica,0
2020-08-24,gelnica,0
2020-08-25,gelnica,0
2020-08-26,gelnica,0
2020-08-27,gelnica,0
2020-08-28,gelnica,0
2020-08-29,gelnica,0
2020-08-30,gelnica,0
2020-08-31,gelnica,0
2020-09-01,gelnica,0
2020-09-02,gelnica,0
2020-09-03,gelnica,0
2020-09-04,gelnica,0
2020-09-05,gelnica,0
2020-09-06,gelnica,0
2020-09-07,gelnica,0
2020-09-08,gelnica,1
2020-09-09,gelnica,0
2020-09-10,gelnica,0
2020-09-11,gelnica,0
2020-09-12,gelnica,0
2020-09-13,gelnica,0
2020-09-14,gelnica,1
2020-09-15,gelnica,1
2020-09-16,gelnica,0
2020-09-17,gelnica,0
2020-09-18,gelnica,0
2020-09-19,gelnica,0
2020-09-20,gelnica,0
2020-09-21,gelnica,0
2020-09-22,gelnica,0
2020-09-23,gelnica,0
2020-09-24,gelnica,0
2020-09-25,gelnica,2
2020-09-26,gelnica,6
2020-09-27,gelnica,0
2020-09-28,gelnica,0
2020-09-29,gelnica,1
2020-09-30,gelnica,1
2020-10-01,gelnica,5
2020-10-02,gelnica,1
2020-10-03,gelnica,3
2020-10-04,gelnica,1
2020-10-05,gelnica,1
2020-10-06,gelnica,2
2020-10-07,gelnica,7
2020-10-08,gelnica,3
2020-10-09,gelnica,3
2020-10-10,gelnica,0
2020-10-11,gelnica,5
2020-10-12,gelnica,12
2020-10-13,gelnica,6
2020-10-14,gelnica,1
2020-10-15,gelnica,4
2020-10-16,gelnica,3
2020-10-17,gelnica,10
2020-10-18,gelnica,2
2020-10-19,gelnica,7
2020-10-20,gelnica,10
2020-10-21,gelnica,4
2020-10-22,gelnica,14
2020-10-23,gelnica,15
2020-10-24,gelnica,31
2020-10-25,gelnica,7
2020-10-26,gelnica,2
2020-10-27,gelnica,36
2020-10-28,gelnica,12
2020-10-29,gelnica,15
2020-10-30,gelnica,1
2020-08-10,hlohovec,0
2020-08-11,hlohovec,0
2020-08-12,hlohovec,0
2020-08-13,hlohovec,0
2020-08-14,hlohovec,0
2020-08-15,hlohovec,0
2020-08-16,hlohovec,0
2020-08-17,hlohovec,0
2020-08-18,hlohovec,0
2020-08-19,hlohovec,0
2020-08-20,hlohovec,0
2020-08-21,hlohovec,0
2020-08-22,hlohovec,0
2020-08-23,hlohovec,2
2020-08-24,hlohovec,0
2020-08-25,hlohovec,0
2020-08-26,hlohovec,0
2020-08-27,hlohovec,1
2020-08-28,hlohovec,0
2020-08-29,hlohovec,1
2020-08-30,hlohovec,0
2020-08-31,hlohovec,0
2020-09-01,hlohovec,0
2020-09-02,hlohovec,0
2020-09-03,hlohovec,0
2020-09-04,hlohovec,0
2020-09-05,hlohovec,0
2020-09-06,hlohovec,1
2020-09-07,hlohovec,0
2020-09-08,hlohovec,1
2020-09-09,hlohovec,1
2020-09-10,hlohovec,0
2020-09-11,hlohovec,3
2020-09-12,hlohovec,2
2020-09-13,hlohovec,0
2020-09-14,hlohovec,1
2020-09-15,hlohovec,0
2020-09-16,hlohovec,1
2020-09-17,hlohovec,0
2020-09-18,hlohovec,4
2020-09-19,hlohovec,0
2020-09-20,hlohovec,3
2020-09-21,hlohovec,3
2020-09-22,hlohovec,2
2020-09-23,hlohovec,2
2020-09-24,hlohovec,3
2020-09-25,hlohovec,3
2020-09-26,hlohovec,4
2020-09-27,hlohovec,6
2020-09-28,hlohovec,2
2020-09-29,hlohovec,2
2020-09-30,hlohovec,3
2020-10-01,hlohovec,0
2020-10-02,hlohovec,2
2020-10-03,hlohovec,3
2020-10-04,hlohovec,1
2020-10-05,hlohovec,0
2020-10-06,hlohovec,15
2020-10-07,hlohovec,9
2020-10-08,hlohovec,6
2020-10-09,hlohovec,3
2020-10-10,hlohovec,10
2020-10-11,hlohovec,2
2020-10-12,hlohovec,5
2020-10-13,hlohovec,18
2020-10-14,hlohovec,22
2020-10-15,hlohovec,7
2020-10-16,hlohovec,11
2020-10-17,hlohovec,6
2020-10-18,hlohovec,17
2020-10-19,hlohovec,7
2020-10-20,hlohovec,25
2020-10-21,hlohovec,12
2020-10-22,hlohovec,18
2020-10-23,hlohovec,13
2020-10-24,hlohovec,26
2020-10-25,hlohovec,10
2020-10-26,hlohovec,12
2020-10-27,hlohovec,22
2020-10-28,hlohovec,30
2020-10-29,hlohovec,24
2020-10-30,hlohovec,19
2020-08-10,humenne,0
2020-08-11,humenne,0
2020-08-12,humenne,0
2020-08-13,humenne,1
2020-08-14,humenne,0
2020-08-15,humenne,1
2020-08-16,humenne,0
2020-08-17,humenne,0
2020-08-18,humenne,0
2020-08-19,humenne,0
2020-08-20,humenne,0
2020-08-21,humenne,0
2020-08-22,humenne,1
2020-08-23,humenne,0
2020-08-24,humenne,1
2020-08-25,humenne,0
2020-08-26,humenne,0
2020-08-27,humenne,1
2020-08-28,humenne,0
2020-08-29,humenne,0
2020-08-30,humenne,0
2020-08-31,humenne,0
2020-09-01,humenne,0
2020-09-02,humenne,0
2020-09-03,humenne,0
2020-09-04,humenne,0
2020-09-05,humenne,0
2020-09-06,humenne,0
2020-09-07,humenne,3
2020-09-08,humenne,0
2020-09-09,humenne,0
2020-09-10,humenne,0
2020-09-11,humenne,0
2020-09-12,humenne,1
2020-09-13,humenne,0
2020-09-14,humenne,0
2020-09-15,humenne,0
2020-09-16,humenne,0
2020-09-17,humenne,3
2020-09-18,humenne,0
2020-09-19,humenne,0
2020-09-20,humenne,1
2020-09-21,humenne,1
2020-09-22,humenne,3
2020-09-23,humenne,2
2020-09-24,humenne,7
2020-09-25,humenne,3
2020-09-26,humenne,5
2020-09-27,humenne,0
2020-09-28,humenne,16
2020-09-29,humenne,46
2020-09-30,humenne,1
2020-10-01,humenne,15
2020-10-02,humenne,7
2020-10-03,humenne,32
2020-10-04,humenne,4
2020-10-05,humenne,3
2020-10-06,humenne,10
2020-10-07,humenne,9
2020-10-08,humenne,10
2020-10-09,humenne,30
2020-10-10,humenne,10
2020-10-11,humenne,18
2020-10-12,humenne,9
2020-10-13,humenne,13
2020-10-14,humenne,52
2020-10-15,humenne,26
2020-10-16,humenne,35
2020-10-17,humenne,23
2020-10-18,humenne,22
2020-10-19,humenne,9
2020-10-20,humenne,28
2020-10-21,humenne,19
2020-10-22,humenne,65
2020-10-23,humenne,57
2020-10-24,humenne,63
2020-10-25,humenne,17
2020-10-26,humenne,1
2020-10-27,humenne,40
2020-10-28,humenne,36
2020-10-29,humenne,49
2020-10-30,humenne,50
2020-08-10,ilava,0
2020-08-11,ilava,0
2020-08-12,ilava,0
2020-08-13,ilava,0
2020-08-14,ilava,1
2020-08-15,ilava,0
2020-08-16,ilava,0
2020-08-17,ilava,0
2020-08-18,ilava,0
2020-08-19,ilava,5
2020-08-20,ilava,2
2020-08-21,ilava,1
2020-08-22,ilava,0
2020-08-23,ilava,0
2020-08-24,ilava,0
2020-08-25,ilava,2
2020-08-26,ilava,6
2020-08-27,ilava,0
2020-08-28,ilava,3
2020-08-29,ilava,0
2020-08-30,ilava,0
2020-08-31,ilava,0
2020-09-01,ilava,0
2020-09-02,ilava,0
2020-09-03,ilava,1
2020-09-04,ilava,0
2020-09-05,ilava,1
2020-09-06,ilava,0
2020-09-07,ilava,0
2020-09-08,ilava,1
2020-09-09,ilava,0
2020-09-10,ilava,2
2020-09-11,ilava,3
2020-09-12,ilava,0
2020-09-13,ilava,3
2020-09-14,ilava,0
2020-09-15,ilava,0
2020-09-16,ilava,0
2020-09-17,ilava,2
2020-09-18,ilava,0
2020-09-19,ilava,0
2020-09-20,ilava,3
2020-09-21,ilava,2
2020-09-22,ilava,7
2020-09-23,ilava,2
2020-09-24,ilava,6
2020-09-25,ilava,3
2020-09-26,ilava,3
2020-09-27,ilava,0
2020-09-28,ilava,0
2020-09-29,ilava,6
2020-09-30,ilava,2
2020-10-01,ilava,0
2020-10-02,ilava,4
2020-10-03,ilava,5
2020-10-04,ilava,1
2020-10-05,ilava,1
2020-10-06,ilava,6
2020-10-07,ilava,6
2020-10-08,ilava,5
2020-10-09,ilava,13
2020-10-10,ilava,7
2020-10-11,ilava,8
2020-10-12,ilava,0
2020-10-13,ilava,9
2020-10-14,ilava,17
2020-10-15,ilava,10
2020-10-16,ilava,11
2020-10-17,ilava,14
2020-10-18,ilava,12
2020-10-19,ilava,0
2020-10-20,ilava,22
2020-10-21,ilava,10
2020-10-22,ilava,12
2020-10-23,ilava,27
2020-10-24,ilava,26
2020-10-25,ilava,14
2020-10-26,ilava,13
2020-10-27,ilava,19
2020-10-28,ilava,26
2020-10-29,ilava,33
2020-10-30,ilava,13
2020-08-10,kezmarok,0
2020-08-11,kezmarok,0
2020-08-12,kezmarok,1
2020-08-13,kezmarok,0
2020-08-14,kezmarok,0
2020-08-15,kezmarok,0
2020-08-16,kezmarok,0
2020-08-17,kezmarok,1
2020-08-18,kezmarok,0
2020-08-19,kezmarok,0
2020-08-20,kezmarok,0
2020-08-21,kezmarok,0
2020-08-22,kezmarok,0
2020-08-23,kezmarok,0
2020-08-24,kezmarok,0
2020-08-25,kezmarok,0
2020-08-26,kezmarok,2
2020-08-27,kezmarok,0
2020-08-28,kezmarok,0
2020-08-29,kezmarok,0
2020-08-30,kezmarok,0
2020-08-31,kezmarok,0
2020-09-01,kezmarok,0
2020-09-02,kezmarok,0
2020-09-03,kezmarok,0
2020-09-04,kezmarok,0
2020-09-05,kezmarok,0
2020-09-06,kezmarok,0
2020-09-07,kezmarok,0
2020-09-08,kezmarok,0
2020-09-09,kezmarok,1
2020-09-10,kezmarok,0
2020-09-11,kezmarok,0
2020-09-12,kezmarok,0
2020-09-13,kezmarok,0
2020-09-14,kezmarok,0
2020-09-15,kezmarok,0
2020-09-16,kezmarok,0
2020-09-17,kezmarok,0
2020-09-18,kezmarok,0
2020-09-19,kezmarok,2
2020-09-20,kezmarok,0
2020-09-21,kezmarok,0
2020-09-22,kezmarok,0
2020-09-23,kezmarok,5
2020-09-24,kezmarok,2
2020-09-25,kezmarok,9
2020-09-26,kezmarok,1
2020-09-27,kezmarok,1
2020-09-28,kezmarok,1
2020-09-29,kezmarok,9
2020-09-30,kezmarok,3
2020-10-01,kezmarok,2
2020-10-02,kezmarok,4
2020-10-03,kezmarok,1
2020-10-04,kezmarok,1
2020-10-05,kezmarok,2
2020-10-06,kezmarok,4
2020-10-07,kezmarok,5
2020-10-08,kezmarok,5
2020-10-09,kezmarok,9
2020-10-10,kezmarok,5
2020-10-11,kezmarok,0
2020-10-12,kezmarok,1
2020-10-13,kezmarok,13
2020-10-14,kezmarok,8
2020-10-15,kezmarok,6
2020-10-16,kezmarok,14
2020-10-17,kezmarok,13
2020-10-18,kezmarok,7
2020-10-19,kezmarok,0
2020-10-20,kezmarok,29
2020-10-21,kezmarok,11
2020-10-22,kezmarok,20
2020-10-23,kezmarok,30
2020-10-24,kezmarok,38
2020-10-25,kezmarok,7
2020-10-26,kezmarok,1
2020-10-27,kezmarok,28
2020-10-28,kezmarok,20
2020-10-29,kezmarok,26
2020-10-30,kezmarok,30
2020-08-10,komarno,0
2020-08-11,komarno,0
2020-08-12,komarno,0
2020-08-13,komarno,0
2020-08-14,komarno,0
2020-08-15,komarno,0
2020-08-16,komarno,0
2020-08-17,komarno,0
2020-08-18,komarno,0
2020-08-19,komarno,0
2020-08-20,komarno,1
2020-08-21,komarno,0
2020-08-22,komarno,0
2020-08-23,komarno,1
2020-08-24,komarno,0
2020-08-25,komarno,1
2020-08-26,komarno,0
2020-08-27,komarno,2
2020-08-28,komarno,1
2020-08-29,komarno,0
2020-08-30,komarno,0
2020-08-31,komarno,2
2020-09-01,komarno,1
2020-09-02,komarno,0
2020-09-03,komarno,1
2020-09-04,komarno,1
2020-09-05,komarno,2
2020-09-06,komarno,0
2020-09-07,komarno,0
2020-09-08,komarno,4
2020-09-09,komarno,0
2020-09-10,komarno,3
2020-09-11,komarno,5
2020-09-12,komarno,0
2020-09-13,komarno,0
2020-09-14,komarno,3
2020-09-15,komarno,0
2020-09-16,komarno,1
2020-09-17,komarno,2
2020-09-18,komarno,3
2020-09-19,komarno,3
2020-09-20,komarno,0
2020-09-21,komarno,0
2020-09-22,komarno,1
2020-09-23,komarno,58
2020-09-24,komarno,14
2020-09-25,komarno,19
2020-09-26,komarno,4
2020-09-27,komarno,7
2020-09-28,komarno,3
2020-09-29,komarno,12
2020-09-30,komarno,20
2020-10-01,komarno,11
2020-10-02,komarno,8
2020-10-03,komarno,12
2020-10-04,komarno,3
2020-10-05,komarno,0
2020-10-06,komarno,1
2020-10-07,komarno,8
2020-10-08,komarno,7
2020-10-09,komarno,21
2020-10-10,komarno,11
2020-10-11,komarno,2
2020-10-12,komarno,1
2020-10-13,komarno,4
2020-10-14,komarno,16
2020-10-15,komarno,2
2020-10-16,komarno,5
2020-10-17,komarno,1
2020-10-18,komarno,5
2020-10-19,komarno,3
2020-10-20,komarno,8
2020-10-21,komarno,8
2020-10-22,komarno,25
2020-10-23,komarno,26
2020-10-24,komarno,24
2020-10-25,komarno,18
2020-10-26,komarno,4
2020-10-27,komarno,23
2020-10-28,komarno,11
2020-10-29,komarno,34
2020-10-30,komarno,21
2020-08-10,kosice,1
2020-08-11,kosice,2
2020-08-12,kosice,12
2020-08-13,kosice,3
2020-08-14,kosice,1
2020-08-15,kosice,0
2020-08-16,kosice,2
2020-08-17,kosice,0
2020-08-18,kosice,1
2020-08-19,kosice,2
2020-08-20,kosice,1
2020-08-21,kosice,6
2020-08-22,kosice,1
2020-08-23,kosice,2
2020-08-24,kosice,3
2020-08-25,kosice,8
2020-08-26,kosice,2
2020-08-27,kosice,0
2020-08-28,kosice,5
2020-08-29,kosice,0
2020-08-30,kosice,1
2020-08-31,kosice,0
2020-09-01,kosice,2
2020-09-02,kosice,0
2020-09-03,kosice,6
2020-09-04,kosice,6
2020-09-05,kosice,0
2020-09-06,kosice,0
2020-09-07,kosice,0
2020-09-08,kosice,3
2020-09-09,kosice,11
2020-09-10,kosice,3
2020-09-11,kosice,5
2020-09-12,kosice,5
2020-09-13,kosice,1
2020-09-14,kosice,3
2020-09-15,kosice,3
2020-09-16,kosice,5
2020-09-17,kosice,9
2020-09-18,kosice,12
2020-09-19,kosice,8
2020-09-20,kosice,3
2020-09-21,kosice,2
2020-09-22,kosice,13
2020-09-23,kosice,7
2020-09-24,kosice,11
2020-09-25,kosice,24
2020-09-26,kosice,19
2020-09-27,kosice,12
2020-09-28,kosice,5
2020-09-29,kosice,16
2020-09-30,kosice,35
2020-10-01,kosice,12
2020-10-02,kosice,33
2020-10-03,kosice,55
2020-10-04,kosice,7
2020-10-05,kosice,20
2020-10-06,kosice,24
2020-10-07,kosice,44
2020-10-08,kosice,40
2020-10-09,kosice,49
2020-10-10,kosice,24
2020-10-11,kosice,37
2020-10-12,kosice,24
2020-10-13,kosice,61
2020-10-14,kosice,91
2020-10-15,kosice,59
2020-10-16,kosice,87
2020-10-17,kosice,69
2020-10-18,kosice,57
2020-10-19,kosice,37
2020-10-20,kosice,60
2020-10-21,kosice,54
2020-10-22,kosice,134
2020-10-23,kosice,113
2020-10-24,kosice,102
2020-10-25,kosice,52
2020-10-26,kosice,25
2020-10-27,kosice,146
2020-10-28,kosice,89
2020-10-29,kosice,140
2020-10-30,kosice,169
2020-08-10,kosice_okolie,0
2020-08-11,kosice_okolie,0
2020-08-12,kosice_okolie,0
2020-08-13,kosice_okolie,0
2020-08-14,kosice_okolie,0
2020-08-15,kosice_okolie,0
2020-08-16,kosice_okolie,0
2020-08-17,kosice_okolie,0
2020-08-18,kosice_okolie,1
2020-08-19,kosice_okolie,0
2020-08-20,kosice_okolie,0
2020-08-21,kosice_okolie,0
2020-08-22,kosice_okolie,0
2020-08-23,kosice_okolie,0
2020-08-24,kosice_okolie,0
2020-08-25,kosice_okolie,0
2020-08-26,kosice_okolie,0
2020-08-27,kosice_okolie,0
2020-08-28,kosice_okolie,0
2020-08-29,kosice_okolie,0
2020-08-30,kosice_okolie,0
2020-08-31,kosice_okolie,0
2020-09-01,kosice_okolie,0
2020-09-02,kosice_okolie,0
2020-09-03,kosice_okolie,0
2020-09-04,kosice_okolie,0
2020-09-05,kosice_okolie,0
2020-09-06,kosice_okolie,0
2020-09-07,kosice_okolie,0
2020-09-08,kosice_okolie,0
2020-09-09,kosice_okolie,1
2020-09-10,kosice_okolie,0
2020-09-11,kosice_okolie,1
2020-09-12,kosice_okolie,0
2020-09-13,kosice_okolie,1
2020-09-14,kosice_okolie,1
2020-09-15,kosice_okolie,0
2020-09-16,kosice_okolie,0
2020-09-17,kosice_okolie,0
2020-09-18,kosice_okolie,0
2020-09-19,kosice_okolie,1
2020-09-20,kosice_okolie,0
2020-09-21,kosice_okolie,0
2020-09-22,kosice_okolie,1
2020-09-23,kosice_okolie,1
2020-09-24,kosice_okolie,0
2020-09-25,kosice_okolie,3
2020-09-26,kosice_okolie,4
2020-09-27,kosice_okolie,3
2020-09-28,kosice_okolie,2
2020-09-29,kosice_okolie,9
2020-09-30,kosice_okolie,5
2020-10-01,kosice_okolie,1
2020-10-02,kosice_okolie,7
2020-10-03,kosice_okolie,9
2020-10-04,kosice_okolie,2
2020-10-05,kosice_okolie,4
2020-10-06,kosice_okolie,4
2020-10-07,kosice_okolie,12
2020-10-08,kosice_okolie,5
2020-10-09,kosice_okolie,12
2020-10-10,kosice_okolie,12
2020-10-11,kosice_okolie,11
2020-10-12,kosice_okolie,19
2020-10-13,kosice_okolie,11
2020-10-14,kosice_okolie,34
2020-10-15,kosice_okolie,12
2020-10-16,kosice_okolie,22
2020-10-17,kosice_okolie,24
2020-10-18,kosice_okolie,18
2020-10-19,kosice_okolie,10
2020-10-20,kosice_okolie,18
2020-10-21,kosice_okolie,19
2020-10-22,kosice_okolie,51
2020-10-23,kosice_okolie,29
2020-10-24,kosice_okolie,35
2020-10-25,kosice_okolie,21
2020-10-26,kosice_okolie,7
2020-10-27,kosice_okolie,45
2020-10-28,kosice_okolie,42
2020-10-29,kosice_okolie,70
2020-10-30,kosice_okolie,41
2020-08-10,krupina,0
2020-08-11,krupina,0
2020-08-12,krupina,0
2020-08-13,krupina,0
2020-08-14,krupina,0
2020-08-15,krupina,0
2020-08-16,krupina,0
2020-08-17,krupina,0
2020-08-18,krupina,0
2020-08-19,krupina,0
2020-08-20,krupina,0
2020-08-21,krupina,0
2020-08-22,krupina,0
2020-08-23,krupina,0
2020-08-24,krupina,0
2020-08-25,krupina,0
2020-08-26,krupina,0
2020-08-27,krupina,0
2020-08-28,krupina,0
2020-08-29,krupina,0
2020-08-30,krupina,0
2020-08-31,krupina,0
2020-09-01,krupina,0
2020-09-02,krupina,0
2020-09-03,krupina,0
2020-09-04,krupina,0
2020-09-05,krupina,0
2020-09-06,krupina,0
2020-09-07,krupina,0
2020-09-08,krupina,0
2020-09-09,krupina,0
2020-09-10,krupina,0
2020-09-11,krupina,0
2020-09-12,krupina,0
2020-09-13,krupina,0
2020-09-14,krupina,0
2020-09-15,krupina,0
2020-09-16,krupina,0
2020-09-17,krupina,0
2020-09-18,krupina,0
2020-09-19,krupina,0
2020-09-20,krupina,0
2020-09-21,krupina,0
2020-09-22,krupina,0
2020-09-23,krupina,0
2020-09-24,krupina,0
2020-09-25,krupina,1
2020-09-26,krupina,0
2020-09-27,krupina,0
2020-09-28,krupina,0
2020-09-29,krupina,0
2020-09-30,krupina,1
2020-10-01,krupina,1
2020-10-02,krupina,1
2020-10-03,krupina,0
2020-10-04,krupina,0
2020-10-05,krupina,4
2020-10-06,krupina,2
2020-10-07,krupina,3
2020-10-08,krupina,0
2020-10-09,krupina,6
2020-10-10,krupina,0
2020-10-11,krupina,1
2020-10-12,krupina,1
2020-10-13,krupina,1
2020-10-14,krupina,1
2020-10-15,krupina,2
2020-10-16,krupina,3
2020-10-17,krupina,1
2020-10-18,krupina,0
2020-10-19,krupina,0
2020-10-20,krupina,2
2020-10-21,krupina,7
2020-10-22,krupina,1
2020-10-23,krupina,2
2020-10-24,krupina,6
2020-10-25,krupina,0
2020-10-26,krupina,0
2020-10-27,krupina,1
2020-10-28,krupina,6
2020-10-29,krupina,11
2020-10-30,krupina,4
2020-08-10,kysocke_nove_mesto,1
2020-08-11,kysocke_nove_mesto,2
2020-08-12,kysocke_nove_mesto,0
2020-08-13,kysocke_nove_mesto,0
2020-08-14,kysocke_nove_mesto,0
2020-08-15,kysocke_nove_mesto,0
2020-08-16,kysocke_nove_mesto,0
2020-08-17,kysocke_nove_mesto,0
2020-08-18,kysocke_nove_mesto,0
2020-08-19,kysocke_nove_mesto,0
2020-08-20,kysocke_nove_mesto,1
2020-08-21,kysocke_nove_mesto,0
2020-08-22,kysocke_nove_mesto,0
2020-08-23,kysocke_nove_mesto,0
2020-08-24,kysocke_nove_mesto,0
2020-08-25,kysocke_nove_mesto,0
2020-08-26,kysocke_nove_mesto,0
2020-08-27,kysocke_nove_mesto,1
2020-08-28,kysocke_nove_mesto,0
2020-08-29,kysocke_nove_mesto,0
2020-08-30,kysocke_nove_mesto,0
2020-08-31,kysocke_nove_mesto,0
2020-09-01,kysocke_nove_mesto,0
2020-09-02,kysocke_nove_mesto,0
2020-09-03,kysocke_nove_mesto,1
2020-09-04,kysocke_nove_mesto,0
2020-09-05,kysocke_nove_mesto,0
2020-09-06,kysocke_nove_mesto,0
2020-09-07,kysocke_nove_mesto,1
2020-09-08,kysocke_nove_mesto,0
2020-09-09,kysocke_nove_mesto,0
2020-09-10,kysocke_nove_mesto,0
2020-09-11,kysocke_nove_mesto,1
2020-09-12,kysocke_nove_mesto,0
2020-09-13,kysocke_nove_mesto,0
2020-09-14,kysocke_nove_mesto,0
2020-09-15,kysocke_nove_mesto,0
2020-09-16,kysocke_nove_mesto,0
2020-09-17,kysocke_nove_mesto,0
2020-09-18,kysocke_nove_mesto,0
2020-09-19,kysocke_nove_mesto,0
2020-09-20,kysocke_nove_mesto,0
2020-09-21,kysocke_nove_mesto,0
2020-09-22,kysocke_nove_mesto,0
2020-09-23,kysocke_nove_mesto,0
2020-09-24,kysocke_nove_mesto,0
2020-09-25,kysocke_nove_mesto,1
2020-09-26,kysocke_nove_mesto,3
2020-09-27,kysocke_nove_mesto,0
2020-09-28,kysocke_nove_mesto,0
2020-09-29,kysocke_nove_mesto,0
2020-09-30,kysocke_nove_mesto,0
2020-10-01,kysocke_nove_mesto,2
2020-10-02,kysocke_nove_mesto,0
2020-10-03,kysocke_nove_mesto,1
2020-10-04,kysocke_nove_mesto,0
2020-10-05,kysocke_nove_mesto,0
2020-10-06,kysocke_nove_mesto,1
2020-10-07,kysocke_nove_mesto,0
2020-10-08,kysocke_nove_mesto,2
2020-10-09,kysocke_nove_mesto,4
2020-10-10,kysocke_nove_mesto,3
2020-10-11,kysocke_nove_mesto,1
2020-10-12,kysocke_nove_mesto,0
2020-10-13,kysocke_nove_mesto,2
2020-10-14,kysocke_nove_mesto,9
2020-10-15,kysocke_nove_mesto,13
2020-10-16,kysocke_nove_mesto,8
2020-10-17,kysocke_nove_mesto,9
2020-10-18,kysocke_nove_mesto,6
2020-10-19,kysocke_nove_mesto,0
2020-10-20,kysocke_nove_mesto,8
2020-10-21,kysocke_nove_mesto,13
2020-10-22,kysocke_nove_mesto,7
2020-10-23,kysocke_nove_mesto,9
2020-10-24,kysocke_nove_mesto,33
2020-10-25,kysocke_nove_mesto,27
2020-10-26,kysocke_nove_mesto,4
2020-10-27,kysocke_nove_mesto,3
2020-10-28,kysocke_nove_mesto,13
2020-10-29,kysocke_nove_mesto,30
2020-10-30,kysocke_nove_mesto,19
2020-08-10,levice,0
2020-08-11,levice,0
2020-08-12,levice,0
2020-08-13,levice,0
2020-08-14,levice,0
2020-08-15,levice,0
2020-08-16,levice,0
2020-08-17,levice,0
2020-08-18,levice,0
2020-08-19,levice,0
2020-08-20,levice,0
2020-08-21,levice,0
2020-08-22,levice,0
2020-08-23,levice,0
2020-08-24,levice,0
2020-08-25,levice,0
2020-08-26,levice,0
2020-08-27,levice,0
2020-08-28,levice,0
2020-08-29,levice,0
2020-08-30,levice,0
2020-08-31,levice,0
2020-09-01,levice,0
2020-09-02,levice,0
2020-09-03,levice,0
2020-09-04,levice,0
2020-09-05,levice,1
2020-09-06,levice,0
2020-09-07,levice,0
2020-09-08,levice,0
2020-09-09,levice,0
2020-09-10,levice,5
2020-09-11,levice,1
2020-09-12,levice,1
2020-09-13,levice,1
2020-09-14,levice,1
2020-09-15,levice,0
2020-09-16,levice,1
2020-09-17,levice,5
2020-09-18,levice,1
2020-09-19,levice,1
2020-09-20,levice,0
2020-09-21,levice,0
2020-09-22,levice,5
2020-09-23,levice,2
2020-09-24,levice,0
2020-09-25,levice,2
2020-09-26,levice,4
2020-09-27,levice,1
2020-09-28,levice,1
2020-09-29,levice,1
2020-09-30,levice,3
2020-10-01,levice,2
2020-10-02,levice,6
2020-10-03,levice,1
2020-10-04,levice,1
2020-10-05,levice,3
2020-10-06,levice,5
2020-10-07,levice,2
2020-10-08,levice,9
2020-10-09,levice,8
2020-10-10,levice,8
2020-10-11,levice,1
2020-10-12,levice,1
2020-10-13,levice,4
2020-10-14,levice,4
2020-10-15,levice,4
2020-10-16,levice,8
2020-10-17,levice,9
2020-10-18,levice,5
2020-10-19,levice,3
2020-10-20,levice,21
2020-10-21,levice,6
2020-10-22,levice,16
2020-10-23,levice,18
2020-10-24,levice,12
2020-10-25,levice,2
2020-10-26,levice,1
2020-10-27,levice,25
2020-10-28,levice,26
2020-10-29,levice,12
2020-10-30,levice,31
2020-08-10,levoca,0
2020-08-11,levoca,0
2020-08-12,levoca,0
2020-08-13,levoca,0
2020-08-14,levoca,0
2020-08-15,levoca,0
2020-08-16,levoca,0
2020-08-17,levoca,0
2020-08-18,levoca,0
2020-08-19,levoca,0
2020-08-20,levoca,0
2020-08-21,levoca,1
2020-08-22,levoca,0
2020-08-23,levoca,0
2020-08-24,levoca,0
2020-08-25,levoca,0
2020-08-26,levoca,0
2020-08-27,levoca,0
2020-08-28,levoca,0
2020-08-29,levoca,0
2020-08-30,levoca,0
2020-08-31,levoca,0
2020-09-01,levoca,0
2020-09-02,levoca,0
2020-09-03,levoca,0
2020-09-04,levoca,0
2020-09-05,levoca,0
2020-09-06,levoca,0
2020-09-07,levoca,0
2020-09-08,levoca,0
2020-09-09,levoca,0
2020-09-10,levoca,1
2020-09-11,levoca,0
2020-09-12,levoca,0
2020-09-13,levoca,0
2020-09-14,levoca,0
2020-09-15,levoca,0
2020-09-16,levoca,0
2020-09-17,levoca,0
2020-09-18,levoca,0
2020-09-19,levoca,0
2020-09-20,levoca,0
2020-09-21,levoca,1
2020-09-22,levoca,1
2020-09-23,levoca,1
2020-09-24,levoca,1
2020-09-25,levoca,2
2020-09-26,levoca,0
2020-09-27,levoca,0
2020-09-28,levoca,0
2020-09-29,levoca,0
2020-09-30,levoca,1
2020-10-01,levoca,0
2020-10-02,levoca,0
2020-10-03,levoca,5
2020-10-04,levoca,1
2020-10-05,levoca,1
2020-10-06,levoca,1
2020-10-07,levoca,1
2020-10-08,levoca,7
2020-10-09,levoca,5
2020-10-10,levoca,4
2020-10-11,levoca,2
2020-10-12,levoca,33
2020-10-13,levoca,11
2020-10-14,levoca,1
2020-10-15,levoca,8
2020-10-16,levoca,15
2020-10-17,levoca,8
2020-10-18,levoca,37
