county,median,mean,sd,lower_95,lower_90,lower_85,lower_80,lower_75,lower_70,lower_65,lower_60,lower_55,lower_50,lower_45,lower_40,lower_35,lower_30,lower_25,lower_20,lower_15,lower_10,lower_5,upper_5,upper_10,upper_15,upper_20,upper_25,upper_30,upper_35,upper_40,upper_45,upper_50,upper_55,upper_60,upper_65,upper_70,upper_75,upper_80,upper_85,upper_90,upper_95
all,0.742867876702544,0.744986776120561,0.0362083911440212,0.678982202236436,0.688788352379809,0.695099915745984,0.700369273082809,0.704391708040841,0.708503265557743,0.711424405918595,0.714374879000926,0.717035106436892,0.720029637802341,0.723090300776304,0.725562461797883,0.727845193661798,0.730380217512893,0.732797731305936,0.734947727172791,0.737146335392511,0.739131426113624,0.741122107662745,0.745504757724246,0.747492910830312,0.749604615028049,0.752335460334439,0.754635527059753,0.757096618045758,0.76009313685698,0.763044372069762,0.765996807636682,0.769092741774989,0.771835084292693,0.775550229824282,0.778912175292414,0.782389329034194,0.785915229847146,0.790031613128805,0.796212517299127,0.806200890228008,0.819439028984561
banovce,0.429303144979792,0.430320225871021,0.0820869643437764,0.280721818017231,0.296870963700669,0.311082982313609,0.324909856411559,0.335140152090939,0.344966446639852,0.353130034943364,0.360714600363983,0.368269947711827,0.375641377967294,0.382003681843952,0.388547370443013,0.396038334392467,0.402538592095602,0.407310321023871,0.41267527828338,0.416323378159547,0.421243715673146,0.425104763392363,0.433944171663739,0.438935684881113,0.444440093097064,0.44991527308329,0.455041510410419,0.460386958500649,0.465125080798224,0.47001854849802,0.475360893143471,0.480257472685335,0.486452966675919,0.494210680281205,0.501840119283579,0.511189829012727,0.521614773707303,0.531836428862167,0.545707233594608,0.565663414675069,0.59931203550395
banska_bystrica,0.688271551113698,0.69027283405732,0.0503260076419466,0.601349122339155,0.614500775967906,0.623470129983968,0.629827173882715,0.635042198033479,0.639708140743164,0.644343594769834,0.648308953316321,0.65216628186255,0.655595891599826,0.659488624424028,0.662817898835809,0.666163379122129,0.669632800241417,0.672795533552027,0.675552303198174,0.678146463574084,0.681480343855134,0.684255856063842,0.690995334952432,0.694021102343488,0.697496302611108,0.700825154411421,0.704633405047478,0.707192807975721,0.710506058830251,0.714123351594396,0.717526664868651,0.721574156315486,0.726226209997865,0.730505388293464,0.735526270973693,0.741337064786867,0.748054268363586,0.756047133449446,0.765125521031513,0.777454270502672,0.795261835237123
banska_stiavnica,0.875910704527241,0.916101136409035,0.230685191752871,0.555490911075519,0.601590644466014,0.639886559600121,0.669815508577661,0.688985735371274,0.708729761416849,0.725206149668267,0.736947589218059,0.748596323010316,0.760175446812873,0.769638316656177,0.781429380389388,0.792824401699103,0.804339737486533,0.818822777580558,0.831434501836861,0.841261004068951,0.851981304087657,0.862792165051424,0.889421369216956,0.903229327217904,0.922205890796293,0.938487298340529,0.954804794274351,0.973199291460987,0.992766555375375,1.00835092878093,1.02836693656484,1.04734802794217,1.07050168675816,1.09322190460843,1.11205831694557,1.13586066242855,1.16474364773805,1.19764294203995,1.26058526797528,1.32934532290034,1.44151795845576
bardejov,1.06203026945421,1.06495629085166,0.196488576437044,0.624642792007175,0.731228257690528,0.782311090073472,0.823873201782907,0.85034080453106,0.874976200173005,0.898916265758763,0.91708796873717,0.934313554345662,0.947100477110486,0.962038208629014,0.972914687307357,0.984158979198029,0.99463666151991,1.005654621739,1.01642920237832,1.0286994595506,1.04144462835548,1.05205427841505,1.0773610237852,1.08974183743162,1.10045699288451,1.11370682327916,1.12800720040153,1.13839059068322,1.1502964115767,1.16437461870922,1.17912394482024,1.19346096908351,1.20994354559341,1.22386697595618,1.23939354422597,1.26157166396234,1.28786933197294,1.31448987625352,1.3412364015319,1.37837005415439,1.4483807477939
bratislava,0.792100547725509,0.787821131844761,0.0294106727760209,0.718616404450387,0.733398549206689,0.742410311015222,0.748769310293776,0.75341014026438,0.75692780159803,0.760760344110043,0.764427429810619,0.767960231218745,0.770644844267002,0.773291393882184,0.77594748892845,0.778648364417696,0.780602161256456,0.782471009037604,0.784295301918855,0.786112996580193,0.787887514472867,0.790025338301878,0.793884779503015,0.795386970717258,0.797329717304745,0.798740161491821,0.800370043114871,0.801853063709107,0.803310900059741,0.804951318985635,0.806709593869797,0.808403664019008,0.810427089725082,0.812435669493046,0.814629418135363,0.816866650209404,0.818933615206521,0.821471177881596,0.824945418968587,0.829337242759401,0.834915518482164
brezno,0.523480451617715,0.520989192963168,0.073615176063233,0.359136090227957,0.394418390579097,0.415480354597458,0.429254948795819,0.43932646332684,0.447360371426663,0.456595622619907,0.465041060662869,0.4724562015629,0.478409676684923,0.483992812104568,0.48963634450024,0.493776583297109,0.49832301546095,0.50331660713956,0.50777166938062,0.512382267445654,0.516315945226531,0.519960144052851,0.527438042371228,0.531825343911583,0.53597923660574,0.540411499313571,0.544714453188507,0.549629263883049,0.554028966366629,0.5584050457646,0.563148076327565,0.568301738732633,0.573327582918455,0.578915749054891,0.586094528052013,0.592905429143267,0.602176104021214,0.611308330727289,0.622279414748474,0.636824652681342,0.657923625109364
bytca,0.419779060319527,0.418556587426253,0.0662631285569998,0.267315563609828,0.299729171334645,0.322322118800077,0.337643272010646,0.347976407569778,0.355916484249016,0.363449616131257,0.368565237183726,0.373695234016593,0.379781611547075,0.38558928120889,0.390324269085779,0.395693522757977,0.40010821915836,0.403829125600002,0.407159336523073,0.410343125571514,0.413144635287106,0.41696262672085,0.423378997862102,0.427810760594942,0.431534803974223,0.435070327041655,0.438907528711169,0.442923177132424,0.446824599324896,0.451277250032205,0.45581719876077,0.461465248970431,0.466446714611085,0.47181278837238,0.47849837061768,0.484539062458465,0.492001433309753,0.501847954665807,0.511034607807842,0.52421452679182,0.544168636003826
cadca,0.62088828333605,0.631984523833741,0.128151205146146,0.401956126824333,0.439249980391141,0.46349794922693,0.477834459624369,0.49471632454254,0.505613535992574,0.518273579729,0.5289610145291,0.538985445167,0.547687233299941,0.555540671805444,0.564130989209495,0.570351112350363,0.577281324175075,0.584055553316376,0.591608612987041,0.598508575350594,0.605630037572389,0.612978544915629,0.628474066475639,0.635667838474336,0.644074098751874,0.651540666689233,0.660276810898516,0.669944059386506,0.67828452881674,0.686538746697069,0.696116705695156,0.707289973618342,0.720065030512177,0.729530896719106,0.742201417931076,0.759616285011127,0.774342103513132,0.793208397252445,0.817018312069431,0.849748536691772,0.916797798641055
detva,0.631503309464315,0.626277922645049,0.0854567428550472,0.456280328153174,0.484811394119426,0.503964273723381,0.517514266430951,0.52952401624258,0.54214617039348,0.551394918551055,0.560510220168293,0.567197840076996,0.573031438740224,0.579491854272785,0.586389643746994,0.593292958935329,0.599474660456963,0.605189806832936,0.612084604537817,0.616996863246557,0.622734807794258,0.62710248387043,0.636357334398834,0.640794312292574,0.646168349778762,0.651769798918171,0.655534411322543,0.660319062227115,0.665488076913155,0.669487194684017,0.674441972425035,0.68071024369824,0.687003473458094,0.692936302029518,0.699172455531907,0.707217403133639,0.715572628378343,0.72561288692366,0.738516089146495,0.759092380636736,0.788367356644422
